generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,46.299999,44.340000,0.907533,0.055195,0.988619
500,42.220001,32.820000,0.705667,0.070674,0.866747
1000,41.639999,25.280000,0.555380,0.085375,0.743150
1500,30.480000,20.360000,0.424361,0.096492,0.650789
2000,35.639999,17.180000,0.274738,0.094912,0.603403
2500,38.919998,15.080000,0.196286,0.108177,0.560565
3000,34.959999,14.320000,0.142458,0.111140,0.542636
3500,36.380001,12.740000,0.065934,0.109950,0.496589
4000,40.540001,13.120000,0.036585,0.077687,0.523789
4500,38.939999,12.340000,0.019449,0.105024,0.493791
5000,42.599998,12.480000,0.012821,0.107386,0.509216
