generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.840000,29.560000,0.604871,0.072273,0.841672
500,42.720001,22.000000,0.465455,0.091918,0.684978
1000,39.799999,18.360000,0.348584,0.095987,0.611119
1500,46.720001,15.720000,0.254453,0.109173,0.563621
2000,40.599998,14.580000,0.178326,0.114094,0.546102
2500,34.639999,13.480000,0.112760,0.106454,0.520119
3000,39.599998,13.060000,0.073507,0.110440,0.515495
3500,46.840000,12.780000,0.046948,0.106400,0.502326
4000,43.320000,12.780000,0.028169,0.097554,0.507376
4500,45.360001,12.380000,0.012924,0.092252,0.501209
5000,38.619999,12.320000,0.009740,0.099610,0.505746
