generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.219999,44.100000,0.896145,0.054333,0.993521
500,39.080002,32.560000,0.703931,0.071598,0.861141
1000,36.720001,25.400000,0.555906,0.085085,0.746014
1500,43.419998,20.540000,0.418695,0.092977,0.658296
2000,38.980000,17.100000,0.287719,0.096542,0.598975
2500,34.259998,15.860000,0.191677,0.102550,0.592625
3000,43.740002,14.140000,0.130127,0.109554,0.552275
3500,36.919998,13.680000,0.081871,0.101301,0.532255
4000,43.139999,13.160000,0.051672,0.102857,0.515380
4500,41.419998,13.200000,0.030303,0.095123,0.533582
5000,39.160000,13.020000,0.018433,0.104266,0.519063
