generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.139999,29.860000,0.610851,0.072037,0.845867
500,31.959999,23.200000,0.494828,0.093324,0.712924
1000,33.700001,19.280000,0.356846,0.098567,0.644415
1500,46.220001,16.680000,0.254197,0.096473,0.593067
2000,41.680000,14.420000,0.169209,0.107938,0.536489
2500,39.099998,12.800000,0.115625,0.116046,0.485110
3000,37.759998,13.180000,0.075873,0.104313,0.516234
3500,35.740002,12.820000,0.040562,0.115441,0.512352
4000,44.799999,12.940000,0.030912,0.102163,0.512260
4500,40.639999,12.760000,0.012539,0.105263,0.520570
5000,37.639999,12.680000,0.009464,0.092203,0.512788
