generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.419998,30.060000,0.617432,0.071315,0.848603
500,37.459999,23.560000,0.502547,0.088420,0.717361
1000,34.799999,18.860000,0.369035,0.098398,0.623308
1500,35.320000,16.140000,0.230483,0.101572,0.581004
2000,37.259998,14.980000,0.162884,0.100552,0.561993
2500,37.619999,13.940000,0.106169,0.100790,0.532440
3000,38.900002,13.760000,0.069767,0.099692,0.539052
3500,41.480000,13.040000,0.042945,0.107952,0.513945
4000,36.700001,12.680000,0.034700,0.111268,0.505133
4500,44.900002,12.580000,0.009539,0.091898,0.505479
5000,40.959999,12.520000,0.009585,0.101692,0.512736
