generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.340000,43.520000,0.881434,0.054041,0.993452
500,35.380001,31.660000,0.708781,0.076904,0.834803
1000,32.320000,24.360000,0.551724,0.091096,0.716681
1500,32.880001,20.320000,0.433071,0.096365,0.648868
2000,40.060001,17.720000,0.304740,0.097000,0.609090
2500,42.580002,15.200000,0.202632,0.106260,0.552606
3000,36.560001,14.000000,0.151429,0.108248,0.524559
3500,42.279999,13.540000,0.076809,0.102694,0.536345
4000,32.340000,13.540000,0.056130,0.102087,0.541273
4500,40.380001,12.500000,0.025600,0.111359,0.494051
5000,41.580002,12.140000,0.019769,0.105617,0.486521
