generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.139999,24.940000,0.487570,0.080709,0.765687
500,32.860001,19.300000,0.325389,0.093477,0.661765
1000,35.080002,16.540000,0.237001,0.094619,0.591961
1500,46.220001,14.260000,0.151473,0.108638,0.534295
2000,37.520000,13.920000,0.103448,0.098827,0.535677
2500,40.320000,13.040000,0.076687,0.109030,0.515637
3000,40.200001,12.720000,0.050314,0.110648,0.509173
3500,40.820000,12.740000,0.031397,0.091275,0.510418
4000,40.040001,12.780000,0.018779,0.097449,0.512172
4500,41.759998,12.200000,0.013115,0.103104,0.487762
5000,45.080002,12.360000,0.012945,0.099291,0.500576
