generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.139999,10.080000,0.190476,0.144316,0.378532
500,42.180000,11.660000,0.092624,0.119552,0.458852
1000,32.279999,12.580000,0.057234,0.114393,0.494689
1500,36.360001,12.840000,0.040498,0.097593,0.511973
2000,45.080002,12.640000,0.022152,0.097990,0.505110
2500,34.139999,12.660000,0.015798,0.100574,0.517442
3000,41.500000,12.380000,0.009693,0.106146,0.511617
3500,42.040001,11.980000,0.003339,0.097540,0.479451
4000,38.959999,12.860000,0.003110,0.086009,0.525149
4500,39.320000,12.500000,0.003200,0.095955,0.513618
5000,36.320000,12.240000,0.000000,0.100553,0.506871
