generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,25.760000,44.100000,0.895238,0.054207,0.994323
500,37.680000,32.700000,0.700917,0.070465,0.866658
1000,39.200001,25.320000,0.554502,0.088865,0.747116
1500,30.459999,20.920000,0.413002,0.097906,0.678548
2000,39.160000,17.900000,0.306145,0.097252,0.611706
2500,38.720001,15.840000,0.222222,0.102128,0.567370
3000,37.099998,14.460000,0.138313,0.107385,0.545501
3500,44.500000,13.800000,0.098551,0.104348,0.531209
4000,42.200001,13.020000,0.070661,0.102915,0.519580
4500,35.360001,12.800000,0.050000,0.103380,0.507841
5000,35.740002,12.040000,0.029900,0.092589,0.483955
