generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.020000,24.260000,0.471558,0.080286,0.754680
500,37.139999,19.220000,0.360042,0.097234,0.642495
1000,33.700001,16.040000,0.246883,0.103523,0.573103
1500,40.720001,14.580000,0.164609,0.108956,0.547509
2000,45.220001,13.880000,0.106628,0.102554,0.536342
2500,38.119999,12.980000,0.077042,0.100692,0.517706
3000,39.720001,12.780000,0.050078,0.105634,0.505790
3500,36.599998,12.560000,0.035032,0.099042,0.499262
4000,36.820000,12.300000,0.026016,0.097741,0.488745
4500,45.560001,11.980000,0.013356,0.111049,0.486229
5000,44.919998,12.000000,0.010000,0.110615,0.489166
