generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.340000,29.740000,0.594486,0.070018,0.852063
500,38.560001,22.060000,0.442430,0.088233,0.706144
1000,34.639999,18.060000,0.336656,0.102008,0.611796
1500,37.619999,16.120000,0.235732,0.099566,0.584351
2000,37.820000,14.680000,0.149864,0.104720,0.560073
2500,45.680000,13.240000,0.102719,0.104023,0.508273
3000,33.779999,13.180000,0.066768,0.106570,0.526666
3500,42.939999,12.800000,0.050000,0.104637,0.507608
4000,44.380001,13.420000,0.035768,0.097444,0.540640
4500,39.040001,13.280000,0.027108,0.103819,0.543862
5000,39.520000,13.120000,0.015244,0.095444,0.537525
