generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.680000,4.580000,0.096070,0.264287,0.180229
500,38.139999,9.680000,0.028926,0.137642,0.395997
1000,40.419998,11.460000,0.013962,0.110234,0.460848
1500,36.520000,11.780000,0.013582,0.103420,0.467066
2000,35.959999,12.360000,0.012945,0.107675,0.499391
2500,36.740002,12.260000,0.006525,0.093886,0.501121
3000,39.060001,12.220000,0.003273,0.098393,0.496081
3500,40.720001,12.400000,0.003226,0.090649,0.506385
4000,40.380001,11.940000,0.000000,0.100000,0.479224
4500,34.779999,12.500000,0.000000,0.099654,0.505656
5000,39.919998,12.620000,0.000000,0.104904,0.506652
