generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.080002,14.540000,0.277854,0.119263,0.512262
500,32.419998,13.240000,0.166163,0.115649,0.496161
1000,38.080002,13.260000,0.093514,0.105036,0.521049
1500,35.459999,13.120000,0.060976,0.106655,0.521641
2000,35.400002,12.380000,0.048465,0.113909,0.497448
2500,39.639999,12.620000,0.034865,0.106950,0.502202
3000,41.340000,12.760000,0.025078,0.102042,0.523332
3500,42.959999,12.620000,0.025357,0.101191,0.508511
4000,31.959999,12.360000,0.009709,0.109201,0.501285
4500,38.820000,12.360000,0.006472,0.092742,0.496489
5000,38.340000,12.040000,0.003322,0.110730,0.493928
