generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,46.040001,43.640000,0.886343,0.054343,0.991771
500,37.279999,33.100000,0.716616,0.070907,0.865904
1000,39.900002,24.380000,0.551272,0.089192,0.720488
1500,34.400002,20.380000,0.412169,0.096562,0.663784
2000,36.799999,17.840000,0.320628,0.098860,0.610725
2500,36.900002,16.440000,0.221411,0.097002,0.595180
3000,40.200001,14.780000,0.143437,0.097851,0.556985
3500,40.799999,13.800000,0.092754,0.095221,0.538832
4000,40.959999,12.640000,0.060127,0.105616,0.492742
4500,39.240002,12.960000,0.033951,0.100850,0.515075
5000,44.639999,12.660000,0.018957,0.102306,0.512280
