generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.599998,34.260000,0.700525,0.062455,0.908645
500,37.959999,26.460000,0.572940,0.081658,0.770812
1000,39.939999,20.860000,0.454458,0.094741,0.659666
1500,36.180000,18.380000,0.337323,0.097549,0.623809
2000,41.000000,16.040000,0.246883,0.104330,0.570186
2500,38.020000,14.500000,0.168276,0.103015,0.539045
3000,37.480000,13.000000,0.098462,0.111857,0.498393
3500,31.600000,13.200000,0.060606,0.106076,0.525421
4000,41.259998,12.700000,0.028346,0.099623,0.505554
4500,35.360001,12.740000,0.015699,0.092526,0.515622
5000,38.459999,12.860000,0.009331,0.092666,0.518226
