generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.279999,38.560000,0.789419,0.057664,0.952954
500,30.500000,29.920000,0.641711,0.076431,0.829243
1000,40.900002,22.640000,0.505300,0.093254,0.689725
1500,46.000000,18.180000,0.374037,0.101217,0.598398
2000,37.720001,16.220000,0.266338,0.110967,0.579751
2500,40.660000,14.280000,0.176471,0.116516,0.535489
3000,41.639999,13.440000,0.098214,0.101113,0.520043
3500,39.799999,13.000000,0.061538,0.100349,0.509266
4000,42.220001,12.980000,0.040062,0.107868,0.523218
4500,41.959999,12.540000,0.022329,0.106582,0.508866
5000,37.040001,13.340000,0.008996,0.096407,0.542624
