generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.959999,19.560000,0.421268,0.103532,0.631315
500,35.799999,16.720000,0.267943,0.100443,0.588691
1000,32.380001,15.000000,0.176000,0.103677,0.548405
1500,43.099998,14.320000,0.092179,0.099908,0.558476
2000,39.060001,13.780000,0.066763,0.104502,0.543393
2500,37.820000,13.240000,0.039275,0.094790,0.527463
3000,43.279999,12.700000,0.018898,0.110002,0.509073
3500,33.439999,12.580000,0.006359,0.076573,0.518334
4000,46.720001,12.580000,0.003180,0.091468,0.513158
4500,36.619999,12.140000,0.003295,0.101196,0.495694
5000,34.119999,11.940000,0.000000,0.105355,0.489340
