generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.059999,38.980000,0.800410,0.057615,0.954148
500,36.419998,29.840000,0.643432,0.075776,0.826473
1000,36.080002,23.120000,0.501730,0.090181,0.709810
1500,37.720001,19.080000,0.371069,0.103095,0.641048
2000,39.820000,16.520000,0.246973,0.099985,0.588364
2500,41.480000,14.840000,0.167116,0.110973,0.552610
3000,36.580002,13.920000,0.120690,0.100180,0.528338
3500,42.560001,13.860000,0.077922,0.097048,0.534242
4000,40.799999,12.960000,0.046296,0.107036,0.520227
4500,42.000000,12.080000,0.029801,0.112531,0.484292
5000,37.160000,12.640000,0.015823,0.097828,0.509257
