generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.820000,44.620000,0.910802,0.054818,0.991840
500,36.060001,33.560000,0.723480,0.069538,0.875089
1000,46.959999,25.700000,0.568093,0.087225,0.753482
1500,35.580002,21.080000,0.436433,0.092976,0.676010
2000,34.500000,18.200000,0.309890,0.096803,0.631450
2500,36.040001,15.620000,0.202305,0.097539,0.568437
3000,43.880001,14.000000,0.145714,0.108748,0.530235
3500,33.139999,13.560000,0.085546,0.103688,0.523256
4000,36.540001,13.160000,0.048632,0.098955,0.523636
4500,42.340000,12.260000,0.032626,0.108302,0.490550
5000,35.060001,12.360000,0.025890,0.108615,0.494613
