generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.599998,20.180000,0.418236,0.105470,0.651032
500,47.900002,16.880000,0.284360,0.106822,0.598688
1000,37.360001,15.080000,0.201592,0.105972,0.550642
1500,44.660000,14.060000,0.133713,0.105975,0.526485
2000,33.240002,13.340000,0.095952,0.100372,0.512882
2500,35.660000,12.900000,0.055814,0.098438,0.514908
3000,36.660000,12.860000,0.031104,0.087065,0.520647
3500,35.759998,12.460000,0.019262,0.101415,0.497505
4000,37.740002,12.860000,0.009331,0.089093,0.522478
4500,43.340000,12.520000,0.003195,0.092885,0.516817
5000,35.900002,12.360000,0.000000,0.096568,0.504933
