generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.840000,18.820000,0.350691,0.100022,0.632256
500,41.160000,16.000000,0.252500,0.100895,0.567805
1000,43.480000,15.020000,0.135819,0.102719,0.573426
1500,39.980000,13.700000,0.102190,0.103443,0.527488
2000,43.040001,13.140000,0.054795,0.096935,0.521796
2500,31.559999,13.540000,0.038405,0.076520,0.547808
3000,37.619999,12.940000,0.024730,0.096010,0.533002
3500,35.700001,12.580000,0.015898,0.093841,0.518072
4000,40.680000,12.640000,0.009494,0.103435,0.511643
4500,35.279999,11.860000,0.006745,0.104007,0.477927
5000,34.439999,11.680000,0.003425,0.110863,0.484593
