generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.099998,49.000000,1.000000,0.054951,1.000000
500,34.639999,37.880000,0.796199,0.061326,0.930884
1000,33.480000,29.360000,0.643052,0.078939,0.812028
1500,44.799999,22.780000,0.505707,0.092363,0.691582
2000,45.900002,18.580000,0.368138,0.102203,0.618111
2500,39.520000,15.900000,0.226415,0.100590,0.577047
3000,45.560001,13.860000,0.126984,0.110850,0.526341
3500,39.540001,13.980000,0.077253,0.096630,0.546041
4000,37.980000,12.780000,0.059468,0.109470,0.509055
4500,36.160000,12.880000,0.037267,0.100275,0.514824
5000,32.939999,12.680000,0.022082,0.106792,0.509482
