generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,46.959999,44.060000,0.903314,0.055450,0.986114
500,34.799999,32.380000,0.701668,0.072347,0.857499
1000,35.400002,25.080000,0.556619,0.086306,0.737585
1500,33.759998,19.700000,0.408122,0.102617,0.646640
2000,40.119999,16.800000,0.266667,0.100230,0.592159
2500,45.040001,14.720000,0.173913,0.104189,0.546674
3000,44.639999,13.060000,0.122511,0.116015,0.496839
3500,38.500000,12.900000,0.080620,0.108123,0.499064
4000,42.279999,13.360000,0.044910,0.099655,0.528193
4500,44.180000,12.860000,0.024883,0.101259,0.510520
5000,41.400002,12.060000,0.016584,0.109234,0.483358
