generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.000000,19.600000,0.404082,0.095306,0.636819
500,33.000000,16.920000,0.286052,0.107198,0.591258
1000,37.959999,15.400000,0.181818,0.105219,0.569359
1500,39.799999,14.300000,0.131469,0.102037,0.537293
2000,46.119999,13.180000,0.094082,0.109019,0.506346
2500,40.720001,12.800000,0.056250,0.106456,0.509666
3000,39.959999,12.460000,0.032103,0.105276,0.489725
3500,37.639999,11.840000,0.027027,0.110364,0.482251
4000,36.480000,12.460000,0.012841,0.100635,0.496513
4500,36.840000,12.420000,0.006441,0.100496,0.501737
5000,38.299999,12.440000,0.003215,0.105183,0.512113
