generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.799999,19.260000,0.390447,0.101943,0.638263
500,36.020000,16.400000,0.265854,0.102526,0.579088
1000,36.220001,15.200000,0.171053,0.104665,0.566887
1500,36.599998,14.540000,0.107290,0.096916,0.564264
2000,39.680000,13.740000,0.064047,0.101418,0.552505
2500,43.560001,13.100000,0.036641,0.100781,0.522086
3000,43.119999,12.220000,0.022913,0.103588,0.487158
3500,35.340000,12.220000,0.009820,0.096698,0.488918
4000,32.880001,12.680000,0.009464,0.104438,0.508416
4500,42.259998,12.100000,0.006612,0.104706,0.496119
5000,40.259998,12.020000,0.006656,0.109359,0.486862
