generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.340000,34.500000,0.708406,0.062511,0.909132
500,31.260000,25.940000,0.556669,0.084673,0.765261
1000,42.000000,21.300000,0.431925,0.091083,0.684587
1500,40.619999,17.300000,0.295954,0.100019,0.608121
2000,39.560001,15.200000,0.186842,0.104700,0.565099
2500,39.220001,14.260000,0.120617,0.106531,0.545283
3000,39.700001,13.520000,0.073964,0.104446,0.521660
3500,37.700001,13.120000,0.033537,0.089243,0.522934
4000,47.020000,12.820000,0.015601,0.096095,0.514897
4500,47.799999,12.740000,0.012559,0.100157,0.511555
5000,39.880001,12.160000,0.006579,0.103655,0.488027
