generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.840000,29.060000,0.594632,0.073831,0.832921
500,31.940001,21.660000,0.443213,0.091793,0.690893
1000,44.700001,18.440000,0.362256,0.101384,0.620902
1500,34.820000,15.720000,0.244275,0.107718,0.560686
2000,36.980000,13.740000,0.136827,0.111676,0.518177
2500,41.320000,12.960000,0.061728,0.103596,0.514347
3000,40.099998,13.200000,0.057576,0.109250,0.520147
3500,43.080002,12.860000,0.043546,0.103160,0.519667
4000,39.560001,12.920000,0.024768,0.093916,0.523666
4500,42.980000,12.860000,0.012442,0.085257,0.528654
5000,39.279999,12.000000,0.006667,0.096121,0.488258
