generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.380001,33.640000,0.706302,0.066456,0.888503
500,34.240002,25.500000,0.560000,0.084853,0.750907
1000,41.540001,19.940000,0.409228,0.098739,0.648803
1500,33.959999,17.420000,0.287026,0.100500,0.607333
2000,45.639999,15.080000,0.188329,0.106068,0.554622
2500,37.880001,13.680000,0.116959,0.105616,0.521691
3000,45.740002,12.860000,0.074650,0.107678,0.499632
3500,33.959999,12.360000,0.055016,0.113461,0.481271
4000,40.400002,12.220000,0.042553,0.112382,0.493844
4500,40.880001,12.520000,0.025559,0.109715,0.501508
5000,45.439999,12.380000,0.006462,0.107383,0.501076
