generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,47.599998,43.860000,0.897401,0.055196,0.986975
500,38.299999,32.740000,0.698839,0.069860,0.868620
1000,34.080002,25.120000,0.542994,0.086589,0.748493
1500,27.080000,20.320000,0.403543,0.094749,0.660778
2000,35.939999,17.300000,0.321387,0.106938,0.590755
2500,38.580002,14.780000,0.227334,0.116937,0.536921
3000,37.000000,13.780000,0.145138,0.108861,0.524757
3500,45.340000,13.340000,0.089955,0.096461,0.512080
4000,40.240002,12.760000,0.047022,0.106579,0.507028
4500,36.700001,12.420000,0.032206,0.104626,0.503406
5000,38.700001,11.340000,0.021164,0.124597,0.454100
