generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.560001,4.860000,0.115226,0.238912,0.170961
500,42.619999,10.040000,0.031873,0.146369,0.398452
1000,41.980000,11.460000,0.024433,0.108582,0.465423
1500,35.240002,11.880000,0.013468,0.096575,0.494151
2000,41.400002,11.680000,0.006849,0.094740,0.471597
2500,38.700001,12.040000,0.000000,0.106598,0.488481
3000,40.119999,12.140000,0.000000,0.110665,0.495983
3500,34.520000,12.140000,0.000000,0.098373,0.499965
4000,35.880001,12.420000,0.000000,0.093116,0.503986
4500,35.779999,12.200000,0.000000,0.109921,0.495614
5000,39.139999,12.220000,0.000000,0.101257,0.491665
