generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.160000,49.000000,1.000000,0.054951,1.000000
500,29.740000,37.340000,0.791644,0.062763,0.921129
1000,30.860001,29.900000,0.638127,0.074612,0.831594
1500,30.719999,23.320000,0.471698,0.087891,0.730989
2000,32.540001,18.560000,0.355603,0.103196,0.622691
2500,29.180000,15.780000,0.235741,0.102831,0.569981
3000,41.040001,13.940000,0.149211,0.110756,0.517477
3500,41.660000,13.460000,0.077266,0.108517,0.530044
4000,45.680000,12.040000,0.039867,0.110966,0.477348
4500,35.180000,12.480000,0.028846,0.113049,0.496476
5000,36.040001,12.740000,0.021978,0.101300,0.518507
