generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.959999,20.200000,0.413861,0.098143,0.653364
500,39.520000,16.800000,0.273810,0.105957,0.596122
1000,33.139999,15.540000,0.180180,0.101162,0.581540
1500,38.320000,13.980000,0.117310,0.104174,0.538638
2000,37.439999,13.160000,0.079027,0.102830,0.514499
2500,40.279999,12.720000,0.056604,0.111513,0.497718
3000,37.779999,13.080000,0.045872,0.103314,0.511229
3500,38.840000,12.320000,0.025974,0.102026,0.496376
4000,40.900002,12.220000,0.009820,0.098193,0.488169
4500,40.139999,12.240000,0.006536,0.095926,0.497076
5000,32.540001,12.520000,0.006390,0.105017,0.505068
