generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.400002,39.220000,0.811831,0.058463,0.951092
500,41.500000,29.460000,0.654447,0.080106,0.809812
1000,36.720001,22.620000,0.479222,0.092397,0.699395
1500,29.959999,18.780000,0.364217,0.099236,0.618990
2000,40.639999,16.300000,0.252761,0.105218,0.579520
2500,36.380001,14.180000,0.160790,0.109265,0.537364
3000,41.000000,13.660000,0.108346,0.109714,0.522907
3500,40.779999,13.260000,0.060332,0.099209,0.528290
4000,44.759998,13.000000,0.036923,0.100124,0.511785
4500,36.660000,12.620000,0.012678,0.110274,0.516881
5000,41.520000,12.440000,0.012862,0.101210,0.507735
