generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.639999,10.460000,0.240918,0.156110,0.365392
500,46.480000,12.240000,0.107843,0.121446,0.472288
1000,35.660000,12.220000,0.062193,0.110467,0.475821
1500,41.660000,12.860000,0.034215,0.098129,0.511558
2000,40.279999,12.140000,0.026359,0.091593,0.502223
2500,40.160000,12.240000,0.022876,0.096990,0.489920
3000,37.459999,12.480000,0.016026,0.104507,0.495339
3500,38.880001,12.340000,0.000000,0.096902,0.506092
4000,38.740002,12.180000,0.000000,0.107878,0.492003
4500,37.119999,12.320000,0.000000,0.104551,0.511939
5000,39.240002,12.060000,0.000000,0.104454,0.479414
