generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.360001,24.660000,0.496350,0.082415,0.757672
500,38.540001,19.320000,0.376812,0.096057,0.639144
1000,33.520000,16.080000,0.226368,0.103028,0.584075
1500,41.200001,14.280000,0.145658,0.109265,0.536625
2000,37.040001,13.880000,0.089337,0.103257,0.540541
2500,35.040001,13.140000,0.060883,0.104540,0.520327
3000,41.200001,13.480000,0.035608,0.094202,0.544597
3500,43.599998,12.600000,0.028571,0.114550,0.510249
4000,40.880001,12.460000,0.012841,0.103356,0.502136
4500,40.840000,12.640000,0.003165,0.080227,0.518136
5000,30.299999,11.940000,0.003350,0.102479,0.493866
