generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.060001,49.000000,1.000000,0.054951,1.000000
500,39.840000,36.640000,0.779476,0.063991,0.912173
1000,28.219999,28.400000,0.611268,0.077819,0.803538
1500,33.180000,23.120000,0.479239,0.092012,0.715811
2000,37.980000,18.720000,0.358974,0.099590,0.626664
2500,41.119999,16.020000,0.239700,0.105495,0.572584
3000,37.459999,14.360000,0.153203,0.106861,0.545312
3500,37.919998,13.080000,0.103976,0.114301,0.514013
4000,40.340000,12.720000,0.056604,0.109708,0.507757
4500,34.259998,13.000000,0.027692,0.106772,0.514275
5000,41.660000,12.620000,0.019017,0.107094,0.505157
