generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.160000,13.960000,0.300860,0.124858,0.491213
500,41.299999,13.760000,0.188953,0.116011,0.502782
1000,42.540001,13.440000,0.101190,0.108214,0.518577
1500,41.040001,13.040000,0.061350,0.104096,0.510536
2000,32.959999,12.860000,0.040435,0.106642,0.497045
2500,44.700001,12.960000,0.030864,0.101998,0.519445
3000,45.520000,12.380000,0.025848,0.106625,0.502117
3500,42.279999,12.720000,0.018868,0.107719,0.505788
4000,32.060001,12.500000,0.009600,0.103297,0.506847
4500,44.799999,12.820000,0.009360,0.094978,0.511767
5000,43.080002,12.660000,0.003160,0.099959,0.514390
