generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.160000,14.980000,0.331108,0.116225,0.508869
500,45.820000,14.420000,0.219140,0.115540,0.523801
1000,39.119999,13.480000,0.154303,0.110203,0.503973
1500,44.080002,13.480000,0.109792,0.114465,0.521271
2000,39.220001,12.520000,0.057508,0.114683,0.510169
2500,38.279999,12.520000,0.035144,0.106689,0.498272
3000,42.060001,12.360000,0.019417,0.095429,0.492626
3500,39.360001,12.140000,0.013180,0.087302,0.498465
4000,40.680000,12.320000,0.012987,0.095087,0.496871
4500,41.500000,12.580000,0.006359,0.101085,0.507383
5000,40.759998,12.000000,0.006667,0.103122,0.480603
