generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,48.840000,49.000000,1.000000,0.054951,1.000000
500,38.080002,36.820000,0.764802,0.060946,0.928161
1000,41.259998,28.820000,0.607911,0.076449,0.817399
1500,34.500000,22.920000,0.467714,0.086453,0.718125
2000,34.599998,18.680000,0.340471,0.099799,0.636325
2500,40.279999,16.320000,0.223039,0.098873,0.587191
3000,36.299999,15.020000,0.154461,0.104580,0.563448
3500,33.840000,13.660000,0.099561,0.103608,0.523801
4000,39.959999,12.560000,0.050955,0.095743,0.494927
4500,34.639999,12.240000,0.032680,0.106931,0.484694
5000,44.939999,12.200000,0.019672,0.106406,0.492387
