generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.980000,25.680000,0.500000,0.077942,0.786575
500,32.939999,19.680000,0.380081,0.092598,0.650637
1000,47.279999,16.260000,0.253383,0.107230,0.582579
1500,42.119999,14.040000,0.156695,0.112534,0.529842
2000,39.360001,13.840000,0.092486,0.101069,0.541684
2500,41.959999,12.500000,0.054400,0.107930,0.483116
3000,33.480000,12.600000,0.041270,0.111238,0.493979
3500,40.360001,13.580000,0.026510,0.103061,0.548407
4000,42.480000,12.540000,0.019139,0.094817,0.500995
4500,37.139999,13.120000,0.009146,0.095077,0.528585
5000,39.740002,12.500000,0.009600,0.095365,0.505228
