generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.000000,19.020000,0.397476,0.106894,0.620416
500,44.680000,16.600000,0.277108,0.102621,0.580195
1000,45.520000,15.520000,0.172680,0.099541,0.576383
1500,35.340000,14.220000,0.123769,0.103797,0.548269
2000,39.779999,13.180000,0.072838,0.103552,0.518682
2500,38.200001,12.040000,0.046512,0.090373,0.475437
3000,38.820000,12.280000,0.035831,0.103994,0.494469
3500,44.000000,12.460000,0.016051,0.081381,0.502939
4000,47.400002,12.380000,0.003231,0.110405,0.498154
4500,43.320000,12.880000,0.000000,0.096111,0.515846
5000,42.860001,12.200000,0.000000,0.112928,0.496419
