generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.119999,15.060000,0.316069,0.115144,0.513872
500,40.599998,14.740000,0.198100,0.112868,0.541524
1000,35.779999,13.880000,0.115274,0.107389,0.529602
1500,39.799999,13.460000,0.065379,0.098639,0.533253
2000,41.279999,12.980000,0.040062,0.093349,0.518595
2500,46.880001,12.980000,0.030817,0.102738,0.520557
3000,47.419998,13.060000,0.024502,0.086754,0.527263
3500,36.259998,12.140000,0.016474,0.112674,0.478538
4000,38.740002,12.440000,0.012862,0.110021,0.498890
4500,46.700001,12.260000,0.006525,0.110517,0.500103
5000,37.660000,11.960000,0.006689,0.105976,0.482065
