generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.240002,49.000000,1.000000,0.054951,1.000000
500,41.520000,37.460000,0.786973,0.061634,0.926355
1000,39.759998,28.920000,0.632089,0.079338,0.807244
1500,35.000000,22.540000,0.463177,0.091279,0.706712
2000,31.840000,18.060000,0.341085,0.101544,0.610833
2500,40.959999,14.800000,0.218919,0.104944,0.545072
3000,39.500000,14.140000,0.144272,0.109274,0.539089
3500,41.040001,13.520000,0.091716,0.105632,0.522800
4000,38.240002,12.700000,0.056693,0.108609,0.497209
4500,44.040001,12.420000,0.025765,0.088209,0.505041
5000,34.480000,12.500000,0.019200,0.084968,0.498567
