generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.959999,34.180000,0.704506,0.063433,0.903162
500,39.840000,26.560000,0.554217,0.080563,0.779680
1000,32.840000,20.860000,0.395014,0.089996,0.680670
1500,39.080002,17.540000,0.269099,0.094447,0.619043
2000,43.860001,15.520000,0.188144,0.098467,0.572034
2500,38.439999,14.400000,0.133333,0.101062,0.549862
3000,43.959999,14.060000,0.076814,0.090022,0.548164
3500,45.639999,12.900000,0.034109,0.105387,0.513817
4000,38.820000,12.700000,0.018898,0.100986,0.509237
4500,43.980000,12.600000,0.006349,0.105702,0.515729
5000,40.700001,12.540000,0.000000,0.104562,0.511873
