generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.439999,10.080000,0.182540,0.149461,0.369989
500,35.240002,12.260000,0.071778,0.117310,0.484319
1000,40.279999,12.360000,0.035599,0.089708,0.493176
1500,40.520000,12.520000,0.022364,0.099622,0.505353
2000,35.299999,12.080000,0.009934,0.103396,0.489722
2500,43.419998,12.140000,0.003295,0.103560,0.488886
3000,42.400002,11.600000,0.003448,0.117451,0.470288
3500,41.439999,12.120000,0.003300,0.107677,0.492253
4000,41.639999,12.400000,0.003226,0.096928,0.503408
4500,38.279999,12.300000,0.000000,0.099227,0.501964
5000,40.360001,12.480000,0.000000,0.103674,0.512104
