generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.160000,15.260000,0.322412,0.119092,0.514887
500,40.299999,14.260000,0.193548,0.114684,0.527586
1000,33.099998,13.300000,0.132331,0.107550,0.502216
1500,48.459999,13.200000,0.084848,0.103190,0.519370
2000,35.540001,12.820000,0.053042,0.114310,0.505700
2500,44.480000,12.960000,0.027778,0.104068,0.522417
3000,46.740002,12.580000,0.012719,0.101919,0.510451
3500,42.160000,13.060000,0.009188,0.086679,0.528772
4000,37.060001,12.180000,0.006568,0.103909,0.487380
4500,40.279999,11.980000,0.003339,0.103836,0.491425
5000,39.340000,12.280000,0.003257,0.101347,0.498102
