generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,28.980000,39.000000,0.802051,0.057854,0.952905
500,34.220001,29.320000,0.643929,0.078552,0.809604
1000,36.939999,23.260000,0.479794,0.087851,0.721097
1500,40.880001,19.200000,0.385417,0.102673,0.631996
2000,34.939999,17.240000,0.287703,0.099224,0.597970
2500,44.340000,15.540000,0.208494,0.102953,0.561531
3000,49.000000,14.100000,0.136170,0.103427,0.532195
3500,34.080002,12.900000,0.093023,0.109742,0.498614
4000,40.580002,12.540000,0.057416,0.101362,0.486217
4500,40.720001,11.820000,0.030457,0.114726,0.478596
5000,37.700001,12.520000,0.012780,0.097106,0.499371
