generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.020000,9.640000,0.157676,0.151962,0.371491
500,38.299999,11.620000,0.068847,0.110316,0.466102
1000,35.200001,11.760000,0.044218,0.118887,0.464297
1500,40.320000,12.420000,0.032206,0.107253,0.495292
2000,39.180000,12.980000,0.024653,0.106247,0.525438
2500,44.720001,12.860000,0.021773,0.089104,0.517889
3000,40.660000,12.540000,0.015949,0.091238,0.507923
3500,44.959999,12.040000,0.013289,0.097580,0.483850
4000,40.720001,12.480000,0.006410,0.092643,0.500000
4500,41.439999,12.400000,0.006452,0.102889,0.499966
5000,39.099998,12.540000,0.000000,0.102478,0.504931
