generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.160000,14.600000,0.279452,0.116261,0.505563
500,43.259998,13.780000,0.185776,0.113676,0.514911
1000,45.279999,13.440000,0.119048,0.110914,0.520619
1500,44.439999,13.160000,0.072948,0.099081,0.518740
2000,44.500000,12.700000,0.040945,0.099142,0.509703
2500,42.419998,12.360000,0.025890,0.107180,0.509879
3000,39.400002,11.820000,0.016920,0.106487,0.490684
3500,39.959999,12.700000,0.015748,0.106080,0.514661
4000,40.799999,12.280000,0.006515,0.084143,0.497659
4500,41.660000,12.580000,0.006359,0.096423,0.508206
5000,34.799999,12.320000,0.003247,0.096418,0.492989
