generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.020000,9.660000,0.190476,0.161673,0.358539
500,36.720001,11.200000,0.110714,0.139498,0.436493
1000,38.840000,12.100000,0.066116,0.117726,0.487614
1500,40.480000,12.380000,0.038772,0.109668,0.491728
2000,44.500000,12.300000,0.022764,0.102623,0.494679
2500,42.380001,12.200000,0.009836,0.107915,0.484230
3000,38.660000,12.580000,0.006359,0.101141,0.515315
3500,42.720001,12.140000,0.003295,0.103172,0.486197
4000,42.060001,11.900000,0.003361,0.111518,0.473684
4500,43.500000,11.740000,0.003407,0.105615,0.474459
5000,42.599998,11.720000,0.000000,0.107140,0.474131
