generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.180000,10.540000,0.220114,0.155103,0.389983
500,34.900002,12.080000,0.125828,0.122693,0.464634
1000,44.320000,12.540000,0.073365,0.107304,0.487122
1500,41.099998,12.040000,0.049834,0.107561,0.472783
2000,43.360001,12.760000,0.028213,0.105621,0.506650
2500,34.259998,12.400000,0.022581,0.089899,0.495138
3000,38.480000,12.560000,0.012739,0.103794,0.509664
3500,40.020000,12.660000,0.009479,0.097732,0.507582
4000,39.740002,12.260000,0.006525,0.105396,0.500341
4500,39.700001,12.080000,0.003311,0.105126,0.493751
5000,42.040001,12.060000,0.000000,0.104416,0.483701
