generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.959999,19.620000,0.399592,0.097697,0.640144
500,35.060001,16.640000,0.305288,0.105204,0.565696
1000,42.439999,16.060000,0.209215,0.102243,0.582263
1500,46.000000,14.500000,0.146207,0.107212,0.553703
2000,35.200001,13.280000,0.090361,0.111821,0.519759
2500,38.080002,13.080000,0.055046,0.107930,0.521838
3000,39.080002,12.340000,0.035656,0.111468,0.496346
3500,38.880001,12.360000,0.022654,0.094774,0.491461
4000,36.639999,12.420000,0.016103,0.099148,0.498485
4500,41.660000,12.180000,0.016420,0.108066,0.492138
5000,45.560001,11.880000,0.006734,0.105730,0.470692
