generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.639999,44.160000,0.902174,0.054999,0.989262
500,41.080002,33.800000,0.721893,0.068179,0.881758
1000,27.059999,26.000000,0.563077,0.084569,0.760497
1500,39.200001,20.420000,0.425073,0.099242,0.654949
2000,38.099998,17.820000,0.329966,0.100444,0.608224
2500,36.639999,15.900000,0.241509,0.107648,0.574121
3000,37.580002,15.100000,0.153642,0.098944,0.564328
3500,36.639999,14.140000,0.084866,0.096906,0.542548
4000,37.900002,12.880000,0.046584,0.104429,0.505091
4500,41.980000,12.760000,0.031348,0.106554,0.512034
5000,40.720001,12.780000,0.015649,0.101725,0.521516
