generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.520000,44.060000,0.903314,0.055421,0.985973
500,34.340000,33.240000,0.703971,0.068191,0.878775
1000,37.439999,25.600000,0.573438,0.089236,0.742032
1500,31.459999,20.800000,0.430769,0.094500,0.669410
2000,34.060001,18.200000,0.303297,0.098584,0.631342
2500,40.360001,16.100000,0.218634,0.098331,0.585837
3000,41.900002,14.200000,0.132394,0.104603,0.547363
3500,39.779999,13.920000,0.091954,0.104848,0.539418
4000,37.840000,13.320000,0.054054,0.105988,0.533313
4500,42.259998,12.880000,0.034161,0.095250,0.516472
5000,41.119999,11.940000,0.013400,0.104115,0.484393
