generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.040001,33.780000,0.679692,0.061416,0.909169
500,29.340000,27.040000,0.584320,0.081509,0.779247
1000,33.020000,21.900000,0.451142,0.093524,0.687847
1500,37.160000,17.180000,0.316647,0.107052,0.582913
2000,41.740002,15.260000,0.222805,0.111167,0.555358
2500,38.360001,14.040000,0.139601,0.101082,0.535056
3000,35.220001,12.920000,0.095975,0.111763,0.508546
3500,41.299999,12.960000,0.061728,0.102763,0.510158
4000,33.320000,12.920000,0.043344,0.096308,0.514974
4500,42.779999,12.760000,0.028213,0.091673,0.509726
5000,40.619999,12.820000,0.021841,0.102741,0.508918
