generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.340000,29.680000,0.615903,0.072662,0.838333
500,31.740000,23.160000,0.464594,0.086733,0.721402
1000,34.439999,18.800000,0.376596,0.099653,0.620258
1500,33.639999,15.680000,0.250000,0.105844,0.560271
2000,39.880001,14.540000,0.159560,0.105656,0.538835
2500,37.880001,13.740000,0.075691,0.095516,0.533802
3000,39.759998,13.200000,0.048485,0.101245,0.524843
3500,44.919998,12.760000,0.034483,0.097477,0.512328
4000,42.279999,12.860000,0.021773,0.104967,0.519154
4500,42.480000,12.840000,0.012461,0.091060,0.519278
5000,42.119999,12.340000,0.006483,0.103821,0.502164
