generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,28.340000,49.000000,1.000000,0.054951,1.000000
500,37.619999,38.080000,0.789916,0.059578,0.940799
1000,40.160000,28.880000,0.619114,0.077285,0.816468
1500,35.220001,21.980000,0.493176,0.094504,0.681226
2000,37.419998,18.380000,0.322089,0.097859,0.627195
2500,37.040001,15.780000,0.235741,0.100889,0.569774
3000,41.240002,14.680000,0.147139,0.102967,0.551489
3500,45.639999,13.720000,0.099125,0.103740,0.529028
4000,42.840000,13.200000,0.048485,0.101490,0.519738
4500,44.459999,12.420000,0.028986,0.097687,0.502540
5000,40.680000,11.840000,0.013514,0.097506,0.472455
