generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.680000,24.680000,0.504052,0.083005,0.755566
500,32.320000,19.780000,0.408493,0.100357,0.637419
1000,36.340000,16.800000,0.283333,0.099836,0.584892
1500,35.939999,15.360000,0.195312,0.100697,0.561389
2000,35.720001,14.020000,0.134094,0.104839,0.530446
2500,35.360001,13.080000,0.088685,0.103755,0.509700
3000,39.759998,12.840000,0.062305,0.113790,0.500828
3500,41.180000,13.200000,0.027273,0.097303,0.523536
4000,37.840000,12.580000,0.015898,0.107139,0.518323
4500,33.320000,12.440000,0.009646,0.072036,0.513396
5000,39.820000,12.900000,0.006202,0.099827,0.528890
