generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.860001,25.780000,0.546160,0.081459,0.764268
500,39.020000,20.280000,0.394477,0.094445,0.666602
1000,41.480000,16.980000,0.294464,0.103080,0.592382
1500,42.340000,14.900000,0.169128,0.100532,0.550862
2000,47.779999,14.320000,0.128492,0.096968,0.540003
2500,48.639999,13.540000,0.091581,0.086500,0.534646
3000,39.599998,12.560000,0.060510,0.110477,0.497244
3500,38.860001,12.380000,0.042003,0.110715,0.493199
4000,39.139999,11.960000,0.016722,0.109191,0.487154
4500,41.220001,12.200000,0.006557,0.097008,0.497548
5000,40.320000,12.600000,0.003175,0.086330,0.534338
