generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.959999,9.120000,0.184211,0.169809,0.329586
500,43.259998,11.080000,0.090253,0.130990,0.427984
1000,28.799999,12.000000,0.043333,0.098575,0.492399
1500,37.919998,12.720000,0.025157,0.088280,0.515214
2000,38.439999,11.960000,0.023411,0.107992,0.484729
2500,40.139999,12.640000,0.018987,0.097432,0.513902
3000,39.959999,12.580000,0.006359,0.108767,0.512181
3500,38.740002,12.080000,0.003311,0.095787,0.491983
4000,41.299999,11.940000,0.003350,0.103958,0.487470
4500,39.580002,11.900000,0.003361,0.112909,0.477793
5000,41.480000,11.780000,0.000000,0.107274,0.472134
