generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.820000,34.460000,0.708067,0.062633,0.908597
500,38.200001,25.960000,0.550077,0.082553,0.767215
1000,33.720001,21.280000,0.434211,0.090889,0.676896
1500,35.180000,17.340000,0.327566,0.105437,0.592738
2000,36.160000,15.740000,0.198221,0.099919,0.587148
2500,40.619999,13.820000,0.130246,0.105366,0.528022
3000,38.580002,13.020000,0.070661,0.105253,0.520766
3500,43.080002,12.960000,0.046296,0.081598,0.517998
4000,39.900002,12.460000,0.028892,0.098412,0.495585
4500,39.040001,11.940000,0.023451,0.110372,0.477975
5000,42.959999,11.700000,0.017094,0.117576,0.477515
