generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.900002,13.980000,0.271817,0.124155,0.494914
500,39.599998,13.880000,0.146974,0.109158,0.522936
1000,38.380001,13.280000,0.090361,0.110810,0.521069
1500,41.139999,13.220000,0.069592,0.104890,0.518883
2000,36.200001,12.800000,0.034375,0.107230,0.511746
2500,37.720001,12.300000,0.016260,0.105107,0.499485
3000,44.439999,11.920000,0.013423,0.106280,0.479721
3500,42.139999,12.540000,0.003190,0.104019,0.508901
4000,39.720001,12.380000,0.000000,0.105786,0.500067
4500,43.680000,12.840000,0.000000,0.088107,0.526846
5000,36.340000,11.800000,0.000000,0.100705,0.493369
