generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.599998,14.160000,0.271186,0.125311,0.495547
500,40.000000,14.080000,0.156250,0.115243,0.534926
1000,45.220001,13.620000,0.114537,0.105116,0.524745
1500,42.459999,13.220000,0.084720,0.102948,0.526159
2000,42.119999,12.480000,0.044872,0.104227,0.509060
2500,44.060001,12.960000,0.027778,0.092901,0.509730
3000,37.560001,12.820000,0.021841,0.101101,0.525133
3500,41.520000,12.360000,0.016181,0.106007,0.503179
4000,31.740000,12.440000,0.009646,0.105687,0.505562
4500,44.720001,12.100000,0.009917,0.108346,0.496447
5000,36.820000,12.420000,0.006441,0.095035,0.505739
