generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.259998,49.000000,1.000000,0.054951,1.000000
500,36.299999,36.160000,0.772124,0.064821,0.906182
1000,37.139999,26.860000,0.573343,0.081910,0.781309
1500,41.639999,21.480000,0.428305,0.092421,0.683915
2000,42.119999,18.100000,0.318232,0.097925,0.619298
2500,38.840000,15.660000,0.222222,0.103177,0.570176
3000,41.099998,14.080000,0.133523,0.105818,0.526914
3500,44.340000,13.820000,0.098408,0.103239,0.533689
4000,37.119999,13.200000,0.069697,0.107536,0.518089
4500,38.180000,12.820000,0.037441,0.101941,0.506365
5000,41.560001,12.860000,0.027994,0.103577,0.514149
